Year,Value,Units,Series
2000,6.92531,PT,TM_TAX_DMFN
2005,6.25313,PT,TM_TAX_DMFN
2010,6.1825,PT,TM_TAX_DMFN
2011,6.18238,PT,TM_TAX_DMFN
2012,6.36848,PT,TM_TAX_DMFN
2013,6.36717,PT,TM_TAX_DMFN
2014,6.33957,PT,TM_TAX_DMFN
2015,6.34105,PT,TM_TAX_DMFN
2016,6.33107,PT,TM_TAX_DMFN
2017,6.179,PT,TM_TAX_DMFN
2018,6.31693,PT,TM_TAX_DMFN
2000,3.23181,PT,TM_TAX_DPRF
2005,2.46329,PT,TM_TAX_DPRF
2010,2.45482,PT,TM_TAX_DPRF
2011,2.45075,PT,TM_TAX_DPRF
2012,2.63814,PT,TM_TAX_DPRF
2013,2.64101,PT,TM_TAX_DPRF
2014,2.64285,PT,TM_TAX_DPRF
2015,2.64777,PT,TM_TAX_DPRF
2016,2.63355,PT,TM_TAX_DPRF
2017,2.50361,PT,TM_TAX_DPRF
2018,2.61017,PT,TM_TAX_DPRF
