Year,Value,Units,Series
2000,2.59902,T,EN_MAT_DOMCMPC
2001,2.81879,T,EN_MAT_DOMCMPC
2002,3.04334,T,EN_MAT_DOMCMPC
2003,3.40207,T,EN_MAT_DOMCMPC
2004,3.27398,T,EN_MAT_DOMCMPC
2005,3.29353,T,EN_MAT_DOMCMPC
2006,3.26253,T,EN_MAT_DOMCMPC
2007,3.21553,T,EN_MAT_DOMCMPC
2008,3.28745,T,EN_MAT_DOMCMPC
2009,3.35746,T,EN_MAT_DOMCMPC
2010,3.43356,T,EN_MAT_DOMCMPC
2011,3.46799,T,EN_MAT_DOMCMPC
2012,3.63113,T,EN_MAT_DOMCMPC
2013,3.59206,T,EN_MAT_DOMCMPC
2014,3.72122,T,EN_MAT_DOMCMPC
2015,3.77572,T,EN_MAT_DOMCMPC
2016,3.8397,T,EN_MAT_DOMCMPC
2017,3.90282,T,EN_MAT_DOMCMPC
2000,5.6082,KG_PER_CON_USD,EN_MAT_DOMCMPG
2001,5.86039,KG_PER_CON_USD,EN_MAT_DOMCMPG
2002,6.42547,KG_PER_CON_USD,EN_MAT_DOMCMPG
2003,7.01835,KG_PER_CON_USD,EN_MAT_DOMCMPG
2004,6.54478,KG_PER_CON_USD,EN_MAT_DOMCMPG
2005,6.44566,KG_PER_CON_USD,EN_MAT_DOMCMPG
2006,6.2495,KG_PER_CON_USD,EN_MAT_DOMCMPG
2007,6.01924,KG_PER_CON_USD,EN_MAT_DOMCMPG
2008,5.85756,KG_PER_CON_USD,EN_MAT_DOMCMPG
2009,5.78021,KG_PER_CON_USD,EN_MAT_DOMCMPG
2010,5.69908,KG_PER_CON_USD,EN_MAT_DOMCMPG
2011,5.62839,KG_PER_CON_USD,EN_MAT_DOMCMPG
2012,5.69069,KG_PER_CON_USD,EN_MAT_DOMCMPG
2013,5.47181,KG_PER_CON_USD,EN_MAT_DOMCMPG
2014,5.41284,KG_PER_CON_USD,EN_MAT_DOMCMPG
2015,5.37799,KG_PER_CON_USD,EN_MAT_DOMCMPG
2016,5.50868,KG_PER_CON_USD,EN_MAT_DOMCMPG
2017,5.26654,KG_PER_CON_USD,EN_MAT_DOMCMPG
2000,61703182.55898,T,EN_MAT_DOMCMPT
2001,68107012.55107,T,EN_MAT_DOMCMPT
2002,74763615.8179,T,EN_MAT_DOMCMPT
2003,84883876.6121,T,EN_MAT_DOMCMPT
2004,82862729.8526,T,EN_MAT_DOMCMPT
2005,84447150.402,T,EN_MAT_DOMCMPT
2006,84631997.9088,T,EN_MAT_DOMCMPT
2007,84294623.674,T,EN_MAT_DOMCMPT
2008,87038058.2117,T,EN_MAT_DOMCMPT
2009,89782131.4024,T,EN_MAT_DOMCMPT
2010,92785568.8746,T,EN_MAT_DOMCMPT
2011,94770229.4649,T,EN_MAT_DOMCMPT
2012,100400583.1501,T,EN_MAT_DOMCMPT
2013,100524930.4864,T,EN_MAT_DOMCMPT
2014,105397062.3218,T,EN_MAT_DOMCMPT
2015,108198110.83704,T,EN_MAT_DOMCMPT
2016,111285165.56742,T,EN_MAT_DOMCMPT
2017,114372220.2977,T,EN_MAT_DOMCMPT
