Year,Value,Units,Series
2020,17.0,Percent,Proportion of population covered by at least one social protection benefit [1.3.1]
2020,22.9,Percent,Proportion of children/households receiving child/family cash benefit [1.3.1]
2020,13.7,Percent,Proportion of population with severe disabilities receiving disability cash benefit [1.3.1]
2000,33.0,Percent,Proportion of population above statutory pensionable age receiving a pension [1.3.1]
2010,62.5,Percent,Proportion of population above statutory pensionable age receiving a pension [1.3.1]
2020,84.2,Percent,Proportion of population above statutory pensionable age receiving a pension [1.3.1]
2018,70.1,Percent,Proportion of poor population receiving social assistance cash benefit [1.3.1]
2010,40.13761,Percent,Proportion of population covered by social assistance programs [1.3.1]
2010,5.25896,Percent,Proportion of population covered by social insurance programs [1.3.1]
2020,0.0,Percent,Proportion of unemployed persons receiving unemployment cash benefit [1.3.1]
2020,14.8,Percent,Proportion of vulnerable population receiving social assistance cash benefit [1.3.1]
2019,3.8,Percent,Proportion of employed population covered in the event of work injury [1.3.1]
2020,4.5,Percent,Proportion of employed population covered in the event of work injury [1.3.1]
