Year,Value,Units,Series
2000,7.17938,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2001,8.20604,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2002,12.34522,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2003,10.40495,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2004,4.8999,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2005,5.01304,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2006,4.88751,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2007,5.72187,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2008,4.1647,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2009,3.28598,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2010,3.86666,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2011,3.04439,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2012,2.35155,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2013,1.30084,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2014,0.62559,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2015,0.56389,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2016,0.42621,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2017,0.38535,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2018,0.54539,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
2019,0.08152,"Per 1,000 population","Malaria incidence per 1,000 population at risk [3.3.3]"
