Year,Value,Units,Series
2016,1.68433659406825,Percent,Non-performing loans to total gross loans (%)
2017,1.69908552229355,Percent,Non-performing loans to total gross loans (%)
2018,1.56237839101568,Percent,Non-performing loans to total gross loans (%)
2016,2.66184412953676,Percent,Return on assets (%)
2017,2.42650094740164,Percent,Return on assets (%)
2018,2.56865090047837,Percent,Return on assets (%)
2016,9.9899197056803,Percent,Regulatory capital to assets (%)
2017,11.7274402846556,Percent,Regulatory capital to assets (%)
2018,11.9265788720268,Percent,Regulatory capital to assets (%)
2016,3.6248645571737,Percent,Non-performing loans net of provisions to capital (%)
2017,3.35546621722394,Percent,Non-performing loans net of provisions to capital (%)
2018,3.08312426803746,Percent,Non-performing loans net of provisions to capital (%)
2016,11.4241400080771,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2017,12.7472923372318,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2018,12.1905699427095,Percent,Regulatory Tier 1 capital to risk-weighted assets (%)
2016,27.0129072732941,Percent,Liquid assets to short term liabilities (%)
2017,22.019924441568,Percent,Liquid assets to short term liabilities (%)
2018,24.8063522160878,Percent,Liquid assets to short term liabilities (%)
2016,5.82627827949399,Percent,Net open position in foreign exchange to capital (%)
2017,5.01533288696891,Percent,Net open position in foreign exchange to capital (%)
2018,1.67074843816722,Percent,Net open position in foreign exchange to capital (%)
