Year,Value,Units,Series
2005,134656.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2006,23534154.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2007,6991027.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2008,39864900.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2009,22561069.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2010,8433786.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2015,354391634.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2016,1234143198.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2017,843018942.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2018,11535686.0,USD,"Direct agriculture loss attributed to disasters [1.5.2, 11.5.2]"
2015,87300000.0,USD,"Direct economic loss to cultural heritage damaged or destroyed attributed to disasters [1.5.2, 11.5.2]"
2016,3185040.0,USD,"Direct economic loss to cultural heritage damaged or destroyed attributed to disasters [1.5.2, 11.5.2]"
2017,4750000.0,USD,"Direct economic loss to cultural heritage damaged or destroyed attributed to disasters [1.5.2, 11.5.2]"
2005,4855062.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2006,1380.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2007,1469802.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2008,6842509.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2009,4958950.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2010,1822486.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2015,593721878.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2016,16333447.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2017,221556150.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2018,6058862.0,USD,"Direct economic loss resulting from damaged or destroyed critical infrastructure attributed to disasters [1.5.2, 11.5.2]"
2015,1448898700.0,USD,"Direct economic loss to other damaged or destroyed productive assets attributed to disasters [1.5.2, 11.5.2]"
2005,41574343.0,USD,Direct economic loss attributed to disasters [1.5.2]
2006,117206035.0,USD,Direct economic loss attributed to disasters [1.5.2]
2007,236833953.0,USD,Direct economic loss attributed to disasters [1.5.2]
2008,438411784.0,USD,Direct economic loss attributed to disasters [1.5.2]
2009,168002332.0,USD,Direct economic loss attributed to disasters [1.5.2]
2010,299374971.0,USD,Direct economic loss attributed to disasters [1.5.2]
2011,37948950.0,USD,Direct economic loss attributed to disasters [1.5.2]
2012,104036400.0,USD,Direct economic loss attributed to disasters [1.5.2]
2013,59395050.0,USD,Direct economic loss attributed to disasters [1.5.2]
2014,381645412.0,USD,Direct economic loss attributed to disasters [1.5.2]
2015,22558608924.0,USD,Direct economic loss attributed to disasters [1.5.2]
2016,1341650372.0,USD,Direct economic loss attributed to disasters [1.5.2]
2017,3078776992.0,USD,Direct economic loss attributed to disasters [1.5.2]
2018,21485688.0,USD,Direct economic loss attributed to disasters [1.5.2]
2019,27742276.0,USD,Direct economic loss attributed to disasters [1.5.2]
2005,36584625.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2006,93670500.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
2007,228373125.0,USD,"Direct economic loss in the housing sector attributed to disasters, by hazard type [1.5.2, 11.5.2]"
