Year,Value,Units,Series
2005,14.18,Percent,"Worldwide weighted tariff-average, most-favoured-nation status [17.10.1]"
2010,12.95,Percent,"Worldwide weighted tariff-average, most-favoured-nation status [17.10.1]"
2015,15.23,Percent,"Worldwide weighted tariff-average, most-favoured-nation status [17.10.1]"
2016,11.38,Percent,"Worldwide weighted tariff-average, most-favoured-nation status [17.10.1]"
2017,13.8,Percent,"Worldwide weighted tariff-average, most-favoured-nation status [17.10.1]"
2018,14.14,Percent,"Worldwide weighted tariff-average, most-favoured-nation status [17.10.1]"
2005,14.09,Percent,"Worldwide weighted tariff-average, preferential status [17.10.1]"
2010,12.68,Percent,"Worldwide weighted tariff-average, preferential status [17.10.1]"
2015,14.5,Percent,"Worldwide weighted tariff-average, preferential status [17.10.1]"
2016,10.68,Percent,"Worldwide weighted tariff-average, preferential status [17.10.1]"
2017,13.15,Percent,"Worldwide weighted tariff-average, preferential status [17.10.1]"
2018,13.46,Percent,"Worldwide weighted tariff-average, preferential status [17.10.1]"
